Time,Model,Scene,ADE,FDE,RMSE,MAE,R2
2025-10-29 10:30:42,AdaptiveDT,1,439.28168,441.03796,250.85971708556556,122.91132354736328,0.3051634132862091
2025-10-29 13:37:57,AdaptiveDT,1,673.50476,1348.7872,1050.0507130610406,267.5667724609375,-0.03453516960144043
2025-10-29 15:42:58,AdaptiveDT,1,673.50476,1348.7872,1050.0507130610406,267.5667724609375,-0.03453516960144043
2025-10-29 16:36:43,AdaptiveDT,1,1661767.580993181,3327979.003323035,2941354.5278656394,893295.4958268469,-0.032649539903413016
