id,frame,idv_type,v,acc,x,lane_index,vehicle_sum,p_vehicle_sum
d2_22,72,car210,32.5083,0.6621,44.8923,2,9,0
d2_21,72,truck729,26.7683,0.212,184.0032,2,9,0
d2_19,72,truck698,27.0692,-0.0006,514.3133,2,9,0
d2_15,72,truck63,26.7353,0.0051,908.1996,2,9,0
d2_14,72,car228,42.7655,0.1222,1486.422,2,9,0
d2_13,72,car60,39.3246,0.3723,1600.8538,2,9,0
d2_11,72,car219,36.9677,-0.1966,2040.4602,2,9,0
d2_10,72,car374,36.2773,-0.1765,2159.1556,2,9,0
d2_8,72,car331,44.6193,-0.0443,3102.2353,2,9,0
d2_22,73,car210,33.0991,0.5095,77.7802,2,9,0
d2_21,73,truck729,26.9979,0.2166,210.9144,2,9,0
d2_19,73,truck698,27.0939,0.0224,541.4013,2,9,0
d2_15,73,truck63,26.7498,0.0502,934.9394,2,9,0
d2_14,73,car228,42.7168,0.0191,1529.1431,2,9,0
d2_13,73,car60,39.6085,0.1441,1640.3857,2,9,0
d2_11,73,car219,37.0567,0.0359,2077.5041,2,9,0
d2_10,73,car374,36.1488,-0.2435,2195.3634,2,9,0
d2_8,73,car331,44.5107,-0.0733,3146.7786,2,9,0
d2_22,74,car210,33.4706,0.2848,111.1271,2,9,0
d2_21,74,truck729,27.2627,0.2732,238.0737,2,9,0
d2_19,74,truck698,27.1325,0.0543,568.5169,2,9,0
d2_15,74,truck63,26.7933,0.0108,961.724,2,9,0
d2_14,74,car228,42.6916,-0.0728,1571.8521,2,9,0
d2_13,74,car60,39.6778,0.0236,1680.0473,2,9,0
d2_11,74,car219,36.9926,-0.3261,2114.5431,2,9,0
d2_10,74,car374,35.8868,-0.1434,2231.3274,2,9,0
d2_8,74,car331,44.4256,-0.0753,3191.2383,2,9,0
d2_22,75,car210,33.5328,0.0036,144.6624,2,9,0
d2_21,75,truck729,27.4112,0.0722,265.4434,2,9,0
d2_19,75,truck698,27.224,0.0991,595.7038,2,9,0
d2_15,75,truck63,26.7838,0.0107,988.505,2,9,0
d2_14,75,car228,42.6961,0.0151,1614.5385,2,9,0
d2_13,75,car60,39.667,0.0974,1719.7003,2,9,0
d2_11,75,car219,37.0252,0.0486,2151.5651,2,9,0
d2_10,75,car374,35.6899,-0.0889,2267.0752,2,9,0
d2_8,75,car331,44.4245,0.0311,3235.6523,2,9,0
d2_22,76,car210,33.4722,-0.1775,178.1814,2,9,0
d2_21,76,truck729,27.4542,0.0011,292.8882,2,9,0
d2_19,76,truck698,27.3224,0.0508,622.9987,2,9,0
d2_15,76,truck63,26.7835,-0.0107,1015.2911,2,9,0
d2_14,76,car228,42.6928,0.0367,1657.2236,2,9,0
d2_13,76,car60,39.7866,0.0618,1759.4534,2,9,0
d2_11,76,car219,37.0003,-0.1308,2188.575,2,9,0
d2_10,76,car374,35.6033,0.0276,2302.6947,2,9,0
d2_8,76,car331,44.4581,0.0405,3280.1043,2,9,0
d2_22,77,car210,33.1826,0.1422,211.4387,1,9,0
d2_21,77,truck729,27.4342,0.0957,320.3152,2,9,0
d2_19,77,truck698,27.3985,0.0851,650.3675,2,9,0
d2_15,77,truck63,26.7633,-0.018,1042.0614,2,9,0
d2_14,77,car228,42.723,-0.0014,1699.9531,2,9,0
d2_13,77,car60,39.9258,0.0872,1799.3336,2,9,0
d2_11,77,car219,36.9686,0.0166,2225.5631,2,9,0
d2_10,77,car374,35.7796,0.3173,2338.3825,2,9,0
d2_8,77,car331,44.5495,0.0369,3324.624,2,9,0
d2_22,78,car210,34.395,1.3281,245.338,1,9,0
d2_21,78,truck729,27.446,0.0157,347.757,2,9,0
d2_19,78,truck698,27.4645,0.0765,677.8042,2,9,0
d2_15,78,truck63,26.7427,-0.0146,1068.8106,2,9,0
d2_14,78,car228,42.6687,0.0549,1742.6292,2,9,0
d2_13,78,car60,40.0735,0.3033,1839.3219,2,9,0
d2_11,78,car219,36.9497,0.08,2262.5144,2,9,0
d2_10,78,car374,35.9735,0.1696,2374.289,2,9,0
d2_8,78,car331,44.627,0.1737,3369.1989,2,9,0
d2_22,79,car210,35.58,1.1334,280.4817,1,9,0
d2_21,79,truck729,27.4671,-0.0228,375.2281,2,9,0
d2_19,79,truck698,27.5846,0.0946,705.3432,2,9,0
d2_15,79,truck63,26.7023,-0.0215,1095.5268,2,9,0
d2_14,79,car228,42.6965,-0.0645,1785.3446,2,9,0
d2_13,79,car60,39.9954,-0.2241,1879.3582,2,9,0
d2_11,79,car219,36.894,0.0472,2299.4028,2,9,0
d2_10,79,car374,36.1714,0.246,2410.3795,2,9,0
d2_8,79,car331,44.8262,0.2713,3413.9351,2,9,0
d2_22,80,car210,36.7273,1.0787,316.7913,1,9,0
d2_21,80,truck729,27.4813,0.0943,402.6913,2,9,0
d2_19,80,truck698,27.665,0.0088,732.9857,2,9,0
d2_15,80,truck63,26.681,-0.0175,1122.2153,2,9,0
d2_14,80,car228,42.6604,-0.1088,1828.0296,2,9,0
d2_13,80,car60,40.048,0.0927,1919.3787,2,9,0
d2_11,80,car219,36.8911,-0.1296,2336.326,2,9,0
d2_10,80,car374,36.363,0.0426,2446.696,2,9,0
d2_8,80,car331,45.0829,0.3039,3458.9085,2,9,0
d2_22,81,car210,37.6487,0.7601,354.1181,1,9,0
d2_21,81,truck729,27.5057,-0.0124,430.1951,2,9,0
d2_19,81,truck698,27.6637,-0.0179,760.6524,2,9,0
d2_15,81,truck63,26.6613,-0.011,1148.8816,2,9,0
d2_14,81,car228,42.7518,0.2369,1870.7192,2,9,0
d2_13,81,car60,40.0816,0.0031,1959.4561,2,9,0
d2_11,81,car219,36.8696,0.0241,2373.1881,2,9,0
d2_10,81,car374,36.4993,0.2425,2483.131,2,9,0
d2_8,81,car331,45.3028,0.1322,3504.1499,2,9,0
d2_22,82,car210,38.3435,0.5889,392.2171,1,9,0
d2_21,82,truck729,27.5172,-0.0286,457.714,2,9,0
d2_19,82,truck698,27.6486,-0.0363,788.3044,2,9,0
d2_15,82,truck63,26.6398,-0.0542,1175.5367,2,9,0
d2_14,82,car228,42.7757,0.1018,1913.4725,2,9,0
d2_13,82,car60,39.9928,-0.0382,1999.4758,2,9,0
d2_11,82,car219,36.9421,0.155,2410.1011,2,9,0
d2_10,82,car374,36.6088,0.0229,2519.7253,2,9,0
d2_8,82,car331,45.3557,0.0133,3549.4922,2,9,0
d2_22,83,car210,38.8744,0.4287,430.9069,1,9,0
d2_21,83,truck729,27.463,-0.0552,485.2034,2,9,0
d2_19,83,truck698,27.6026,-0.054,815.9205,2,9,0
d2_15,83,truck63,26.6149,-0.0294,1202.1603,2,9,0
d2_14,83,car228,42.7951,-0.0759,1956.2758,2,9,0
d2_13,83,car60,39.9362,-0.1142,2039.4454,2,9,0
d2_11,83,car219,36.9268,0.0387,2447.0349,2,9,0
d2_10,83,car374,36.5916,-0.0021,2556.3064,2,9,0
d2_8,83,car331,45.4191,0.1227,3594.8808,2,9,0
d2_22,84,car210,39.1826,0.3657,469.9714,1,9,0
d2_21,84,truck729,27.4892,0.0538,512.6775,2,9,0
d2_19,84,truck698,27.5724,-0.0196,843.5015,2,9,0
d2_15,84,truck63,26.606,0.0158,1228.766,2,9,0
d2_14,84,car228,42.7473,-0.174,1999.0648,2,9,0
d2_13,84,car60,39.7902,-0.2366,2079.3107,2,9,0
d2_11,84,car219,36.7692,-0.1578,2483.8839,2,9,0
d2_10,84,car374,36.6287,0.0156,2592.9324,2,9,0
d2_8,84,car331,45.5009,0.0404,3640.3652,2,9,0
d2_22,85,car210,39.5132,0.2652,509.3753,1,9,0
d2_21,85,truck729,27.5747,0.0991,540.2157,2,9,0
d2_19,85,truck698,27.5335,-0.0661,871.0552,2,9,0
