step,vid,lat_ms,ade,fde,acc_0.5m,acc_1.0m,acc_2.0m,prec_0.5m,prec_1.0m,prec_2.0m,gt_frames
1987,113,2.64,179.9771,247.2919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
1989,118,2.59,7.1906,14.9652,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
1990,100,2.54,20.6035,60.0311,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
1990,105,2.47,55.7255,81.9109,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
1991,103,2.48,109.7355,134.0432,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
1992,109,2.46,161.7390,246.8036,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
1993,106,2.76,158.9650,221.8169,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
1993,110,2.61,140.0994,167.2152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
1994,107,2.66,155.0830,241.1292,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
1995,104,2.70,21.2489,47.7102,0.0500,0.1000,0.2000,0.0500,0.1000,0.2000,20
1995,112,2.67,159.9588,197.9915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
1996,119,2.53,28.2051,98.5071,0.0000,0.0500,0.1000,0.0000,0.0500,0.1000,20
1997,111,2.62,10.1867,16.4132,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
1998,108,2.65,12.2574,21.7608,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2002,114,2.63,8.7420,15.4529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2003,117,2.91,185.2176,280.2807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2004,115,2.79,158.6171,252.9018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2005,116,2.67,164.8327,261.9286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2008,120,2.66,10.2257,44.7806,0.0500,0.1000,0.2000,0.0500,0.1000,0.2000,20
2012,113,2.62,164.9841,208.0753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2014,118,2.57,8.2415,15.5433,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2015,100,2.51,36.6481,85.4589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2017,109,2.48,157.1973,217.1548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2017,121,2.62,172.5617,277.7060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2018,106,2.52,140.9038,184.2884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2018,110,2.57,107.2474,127.6365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2018,122,2.45,13.6383,57.2605,0.0500,0.0500,0.2000,0.0500,0.0500,0.2000,20
2019,107,2.49,144.6624,206.7695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2020,104,2.49,42.8834,79.0702,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2020,112,2.59,133.4269,158.0253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2021,119,2.64,24.1112,56.3979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2022,111,2.68,11.0975,17.0240,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2023,108,2.70,7.0755,16.8330,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2027,114,2.69,9.5719,15.9786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2028,117,2.68,177.4135,241.1020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2029,115,2.68,160.1937,254.6946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2030,116,2.65,165.9514,260.4481,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2033,120,2.79,11.7694,47.0010,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2037,113,2.56,141.1775,168.6459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2039,118,2.49,9.3175,16.1872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2042,109,2.57,138.4886,179.8974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2042,121,2.48,174.7093,279.7452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2043,106,2.50,123.8224,154.2184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2043,122,2.49,15.2167,58.8995,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2044,107,2.66,135.1908,179.2794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2045,112,2.55,98.0127,117.8973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2046,119,2.60,10.7586,14.1488,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2047,111,2.57,6.5735,12.9079,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2048,108,2.53,6.3101,6.5164,0.0000,0.0000,0.1000,0.0000,0.0000,0.1000,20
2052,114,2.62,10.7083,17.5077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2053,117,2.58,161.2443,202.0339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2054,115,2.70,161.3785,246.7276,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2055,116,2.57,162.3898,229.0981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2058,120,3.01,13.2851,49.2513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2062,113,2.60,108.5912,129.1245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2064,118,2.59,10.3109,16.8177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2067,109,2.52,120.6465,150.0281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2067,121,2.51,176.5002,274.3652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2068,106,2.74,100.1351,124.0989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2068,122,2.90,16.8210,60.5290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2069,107,2.76,119.7782,151.8187,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2071,119,2.62,18.1135,28.2420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2071,123,2.57,183.5352,295.2571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2072,111,2.56,7.5100,13.9638,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2072,124,2.69,7.1946,25.8151,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2073,108,2.53,10.3744,32.1141,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2077,114,2.65,12.0218,19.2927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2078,117,2.65,136.6198,162.9855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2079,115,2.58,156.9987,217.1961,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2079,125,2.51,133.1764,219.7676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2080,116,2.56,152.0891,197.7780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2083,120,2.56,14.7724,51.2913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2086,126,2.60,14.7394,60.9105,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2089,118,2.61,11.1070,17.4762,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2092,109,2.54,96.3131,120.1284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2092,121,2.50,171.9134,239.2657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2093,122,2.62,16.3572,43.1191,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2094,107,2.52,98.3555,124.3996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2096,119,2.61,46.7276,70.7606,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2096,123,2.51,183.9985,282.1070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2097,111,2.80,6.7476,8.1491,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2097,124,2.51,8.5115,27.3658,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2098,108,2.71,20.5047,57.7529,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2102,114,2.56,6.6916,12.9879,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2103,117,2.58,103.5130,123.9361,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2104,115,2.50,138.7446,180.1565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2104,125,2.77,134.0591,220.5772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2105,116,2.56,127.1960,158.6389,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2108,120,2.67,14.0208,30.3716,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2111,126,2.53,16.6209,63.3195,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2112,127,2.70,135.3331,221.1940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2114,118,2.64,12.1175,18.6365,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2117,121,2.60,159.4319,204.0647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2118,122,2.55,9.3368,9.0407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2121,123,2.78,177.2403,243.5167,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2122,111,2.61,9.9309,31.1419,0.0000,0.0500,0.0500,0.0000,0.0500,0.0500,20
2122,124,3.24,9.7730,28.8538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2123,108,2.77,36.6692,83.5741,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2127,114,2.71,7.4741,13.2941,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2129,115,2.62,121.2808,150.3484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2129,125,2.62,135.2814,221.4188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2130,116,2.54,103.4424,127.3997,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2133,120,2.50,7.0760,1.3961,0.0500,0.0500,0.3000,0.0500,0.0500,0.3000,20
2136,126,2.57,18.2751,65.3994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2137,127,2.56,134.9782,221.0641,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2139,118,2.61,7.0340,13.6947,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2142,121,2.63,139.2822,168.8331,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2143,122,2.58,14.4611,24.8415,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
2146,123,2.57,162.2734,205.0567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2147,111,2.54,18.5384,54.2134,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2147,124,2.49,10.9102,30.1103,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2152,114,2.53,7.7192,3.6452,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2154,115,2.49,97.1478,120.3607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2154,125,2.49,136.4042,222.2794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2158,120,2.49,18.2062,41.1905,0.0500,0.1000,0.2000,0.0500,0.1000,0.2000,20
2161,126,2.49,15.6714,33.6597,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2162,127,2.47,135.0715,220.8642,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2164,118,2.65,6.4099,6.8513,0.0000,0.0000,0.1000,0.0000,0.0000,0.1000,20
2167,121,2.54,102.7170,124.7926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2168,122,2.52,35.6888,66.8909,0.0500,0.1000,0.1500,0.0500,0.1000,0.1500,20
2171,123,2.48,138.9897,166.6265,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2172,111,2.48,32.6224,77.6557,0.0000,0.0500,0.0500,0.0000,0.0500,0.0500,20
2172,124,2.63,11.8231,30.7569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2177,114,2.59,8.1263,19.1599,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2179,125,2.55,136.5898,222.9284,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2183,120,2.53,38.8727,73.2004,0.0000,0.0500,0.1000,0.0000,0.0500,0.1000,20
2186,126,2.53,6.3268,1.4193,0.0500,0.0500,0.3500,0.0500,0.0500,0.3500,20
2187,127,2.52,135.1776,220.5502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2189,118,2.51,9.5694,31.4201,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2193,122,2.50,64.0562,100.5910,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2196,123,2.53,107.4122,128.2861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2197,124,2.46,11.6550,17.6667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2202,114,2.55,13.6600,42.3570,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2203,128,2.48,12.3300,53.0706,0.0500,0.1000,0.2000,0.0500,0.1000,0.2000,20
2204,125,2.49,137.1084,223.7005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2208,120,2.50,66.2708,105.1703,0.0000,0.0500,0.0500,0.0000,0.0500,0.0500,20
2210,129,2.60,161.1904,257.6475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2211,126,2.51,20.2319,36.4217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2212,127,2.48,134.1568,220.1125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2214,118,2.57,18.6121,56.3711,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2222,124,2.55,6.2753,17.1028,0.0000,0.1000,0.2000,0.0000,0.1000,0.2000,20
2227,114,2.58,24.8863,66.1036,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2228,128,2.57,13.7777,54.5707,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2229,125,2.79,132.2440,218.7640,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2235,129,2.86,162.2164,258.4759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2236,126,2.64,46.6432,79.8613,0.0000,0.1000,0.2000,0.0000,0.1000,0.2000,20
2237,127,2.52,132.6830,219.6442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2239,118,2.61,33.4462,81.2152,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2247,124,2.56,15.9194,44.8350,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2247,130,2.50,6.7910,13.4878,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2252,114,2.75,46.1571,95.1688,0.0000,0.0500,0.1000,0.0000,0.0500,0.1000,20
2252,131,2.56,183.4626,295.3989,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2252,132,2.51,13.3515,56.3395,0.0500,0.1000,0.2000,0.0500,0.1000,0.2000,20
2252,133,2.48,159.3828,254.4058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2253,128,2.51,15.3033,56.4502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2254,125,2.64,133.0153,219.6324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2260,129,2.56,163.2415,259.2850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2262,127,2.53,125.6649,213.5690,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2272,124,2.55,31.0536,72.3042,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2272,130,2.53,7.8221,14.5799,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2277,131,2.50,184.2201,284.0612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2277,132,2.49,14.9176,58.2894,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2277,133,2.51,159.9932,254.7135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2278,128,2.48,15.7009,43.0199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2279,125,2.47,132.6927,207.0061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2285,129,2.50,164.3600,260.3142,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2287,127,2.47,124.0832,213.5439,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2297,124,2.53,51.7754,99.3998,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
2297,130,2.51,8.5608,14.7371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2302,131,2.50,178.1024,245.6248,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2302,132,2.52,16.5325,60.4195,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2302,133,2.48,160.6908,255.1612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2303,128,2.48,9.5966,10.0399,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2304,125,2.51,127.9110,183.8945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2310,129,2.53,163.0820,238.2740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2312,127,2.52,121.6037,206.7037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2322,130,2.52,9.4429,15.3924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2324,134,2.53,16.2984,65.1355,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2327,131,2.51,163.5135,207.0980,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2327,132,2.47,16.0229,39.6398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2327,133,2.50,161.4510,255.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2328,128,2.47,13.7098,23.0609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2329,125,2.50,117.9906,160.7497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2330,135,2.47,12.6957,54.1908,0.0500,0.1000,0.2000,0.0500,0.1000,0.2000,20
2335,129,2.49,155.2637,207.4737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2337,127,2.48,114.6806,184.8548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2347,130,2.51,10.6674,17.0950,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2349,134,2.49,17.7989,66.7401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2352,131,2.48,140.5902,168.5994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2352,132,2.45,8.3532,5.9346,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2352,133,2.46,160.3815,236.5698,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2353,128,2.47,33.7249,64.5909,0.1000,0.1000,0.2500,0.1000,0.1000,0.2500,20
2354,125,2.57,102.7919,137.5925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2355,135,2.52,14.2168,56.0695,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2360,129,2.56,133.1803,169.0635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2360,136,2.49,181.5019,291.6499,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2362,127,2.50,105.4387,163.1193,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2367,137,2.48,193.6407,292.3317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2372,130,2.67,11.8628,18.7301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2374,134,2.79,18.8316,60.7112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2377,131,2.52,109.1931,130.0157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2377,132,2.48,16.0761,27.9121,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2377,133,2.49,153.1760,206.5890,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2377,138,2.50,25.3714,93.1652,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2378,128,2.45,61.1894,97.9409,0.0000,0.0000,0.1000,0.0000,0.0000,0.1000,20
2379,125,2.44,77.0069,108.6934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2380,135,2.47,15.8330,58.3793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2385,129,2.68,112.2072,138.4232,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2385,136,2.49,182.5719,286.6196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2387,127,2.48,96.3461,141.3759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2391,139,2.65,23.1707,87.1320,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2392,137,2.50,183.5943,248.8524,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2397,130,2.49,6.7907,13.5606,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2399,134,2.56,13.9455,25.2889,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2402,132,2.56,38.8744,70.3913,0.0000,0.0500,0.2000,0.0000,0.0500,0.2000,20
2402,133,2.56,132.2581,169.3375,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2402,138,2.55,25.7697,72.3855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2402,140,2.48,168.2748,269.0081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2403,141,2.55,14.7629,60.8893,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2405,135,2.50,14.4213,32.3003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2410,129,2.52,84.5389,107.8028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2410,136,2.71,177.6452,248.7891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2412,127,2.62,74.3801,114.3783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2416,139,2.56,23.3313,65.4114,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2417,137,2.56,164.8450,205.9560,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2422,130,2.52,7.0201,3.6119,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2423,142,2.55,199.8373,273.5061,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2424,134,2.52,8.9883,10.1952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2427,132,2.51,68.6833,104.6711,0.0000,0.0500,0.0500,0.0000,0.0500,0.0500,20
2427,133,2.49,112.3798,139.6770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2427,138,2.51,17.3834,31.7466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2427,140,2.51,169.3683,269.9769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2428,141,2.65,16.5151,63.3296,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2429,143,2.61,22.9917,85.3608,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2430,135,2.53,6.2237,1.0833,0.0000,0.0500,0.3500,0.0000,0.0500,0.3500,20
2434,144,2.64,6.9592,13.5708,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2435,136,2.66,164.5142,210.9782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2441,139,2.67,15.3062,26.4214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2442,137,2.51,137.5514,163.6523,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2442,145,2.53,17.0228,67.9594,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2447,130,2.53,7.6118,20.1625,0.0000,0.0500,0.0500,0.0000,0.0500,0.0500,20
2448,142,2.52,178.7811,223.8222,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2449,134,2.72,25.3081,45.6824,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
2452,133,2.55,85.9245,110.0175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2452,138,2.69,8.4433,9.2426,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2452,140,2.63,170.3558,270.8156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2453,141,2.64,18.2779,65.8804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2454,143,2.73,23.2198,67.4404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2455,135,2.53,18.6639,34.4316,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2459,144,2.59,7.8993,14.5463,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
2460,136,2.49,143.2849,173.2984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2466,139,2.68,10.1034,12.9682,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2467,137,2.67,101.7632,121.8909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2467,145,2.61,18.9422,70.6198,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2472,130,2.76,13.8010,44.1249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2473,142,2.54,147.7386,174.8099,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2474,134,2.58,55.3767,89.8313,0.0000,0.0500,0.1000,0.0000,0.0500,0.1000,20
2474,146,2.49,181.0445,290.4984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2477,138,2.56,31.9349,50.6143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2477,140,2.50,170.1218,253.7561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2478,141,2.47,15.3125,31.3525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2479,143,2.63,15.5585,28.0503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2480,135,2.60,43.3849,76.3511,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2483,147,2.61,23.9938,88.4050,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2484,144,2.60,8.8679,15.3677,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2485,136,2.60,113.9414,135.6872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2486,148,2.60,130.3354,217.1947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2491,139,2.62,33.3492,53.2451,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
2491,149,2.57,6.6045,12.9969,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
2492,145,2.61,20.0926,61.1202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2497,130,2.62,25.5927,68.3309,0.0000,0.0500,0.0500,0.0000,0.0500,0.0500,20
2498,142,2.66,107.1022,126.6601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
2499,146,2.59,182.0481,288.1572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
