step,vid,lat_ms,ade,fde,acc_0.5m,acc_1.0m,acc_2.0m,prec_0.5m,prec_1.0m,prec_2.0m,gt_frames
4784,247,2.55,7.5334,25.1109,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
4787,242,2.48,6.8350,5.3595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4788,239,2.62,12.1123,31.6082,0.0000,0.1000,0.2000,0.0000,0.1000,0.2000,20
4795,245,2.62,152.5298,243.7037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4796,238,2.55,27.8874,59.4992,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4797,243,2.55,139.3735,165.2157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4797,244,2.57,14.1260,23.5413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4800,241,2.55,28.4074,46.9990,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
4801,248,2.58,7.6506,26.0856,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
4803,246,2.61,8.0107,14.9108,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4805,240,2.57,61.1020,89.8672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4809,247,2.51,8.6135,26.4751,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4812,242,2.48,27.3285,44.8186,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4813,239,2.45,28.6069,61.0994,0.0000,0.0000,0.1000,0.0000,0.0000,0.1000,20
4820,245,2.46,153.4264,244.2813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4821,238,2.50,50.8093,90.0594,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
4822,243,2.59,103.0126,122.5815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4822,244,2.55,11.5790,16.4685,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4825,241,2.68,58.0244,86.7182,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4826,248,2.52,9.3550,30.0378,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4828,246,2.49,9.0246,16.0769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4828,249,2.46,169.5934,271.0518,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4834,247,2.48,9.7700,28.3281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4837,242,2.47,56.9409,84.7967,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4838,239,2.47,52.4052,91.2999,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4845,245,2.49,154.2555,244.7501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4847,244,2.47,34.7885,56.5483,0.0000,0.0500,0.0500,0.0000,0.0500,0.0500,20
4851,248,2.48,11.5983,35.2697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4853,246,2.63,9.9619,16.6881,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4853,249,2.58,170.4355,271.3205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4859,247,2.53,11.1456,30.4854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4864,250,2.47,184.7080,296.9695,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4870,245,2.50,155.0301,245.2704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4872,244,2.48,66.8265,96.7480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4875,251,2.49,172.1520,275.4611,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4876,248,2.50,13.9611,41.6463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4878,246,2.71,11.1741,18.1828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4878,249,2.48,171.1911,271.6894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4884,247,2.49,12.6657,32.4374,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4889,250,2.48,183.4150,272.1981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4893,252,2.51,20.1309,76.9626,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
4895,245,2.48,154.2913,229.8928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4900,251,2.47,173.1730,276.1497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4901,248,2.47,16.5731,49.0074,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4903,246,2.47,12.2927,19.3930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4903,249,2.45,167.7915,239.3676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4909,247,2.62,13.8557,31.2578,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4913,253,2.49,6.9951,13.5131,0.0000,0.0500,0.1000,0.0000,0.0500,0.1000,20
4914,250,2.45,174.0674,233.1664,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4918,252,2.50,22.2144,78.8378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4920,245,2.45,140.8820,195.1959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4925,251,2.61,173.8402,269.8883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4926,248,2.61,15.2084,23.2353,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4928,246,2.60,7.1090,13.9515,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
4928,249,2.58,157.3475,205.9356,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4934,247,2.64,4.4271,3.4780,0.0000,0.0500,0.2000,0.0000,0.0500,0.2000,20
4938,253,2.58,8.0744,14.7323,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4939,250,2.59,156.5577,194.3662,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4940,254,2.57,19.6149,75.5792,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
4943,252,2.50,18.7570,41.4039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4945,245,2.48,128.7812,167.6456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4950,251,2.51,168.8489,235.3371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4951,248,2.46,7.0304,14.2464,0.0000,0.0500,0.2000,0.0000,0.0500,0.2000,20
4953,246,2.45,8.0963,13.9664,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4953,249,2.44,139.8874,172.6835,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4959,247,2.64,11.6366,31.0931,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4963,253,2.57,9.1669,16.0251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4964,250,2.60,130.7761,155.7175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4965,254,2.56,21.6315,78.7192,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4968,252,2.49,6.8407,3.7096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4969,255,2.45,183.2476,295.3577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4970,245,2.47,111.0325,140.2529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4975,251,2.79,156.4502,200.9259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4976,248,2.52,21.8319,45.6422,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
4978,246,2.52,7.1866,10.8249,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
4978,249,2.47,107.3585,131.4616,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4980,256,2.48,22.5530,85.1997,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
4984,247,2.50,25.3907,59.5123,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
4988,253,2.52,10.1352,16.9731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4989,250,2.48,96.8363,117.2486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4990,254,2.49,19.4226,46.1994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4993,252,2.51,20.5878,34.3313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4994,255,2.52,182.4876,272.6591,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4995,245,2.55,87.3686,112.9223,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
4997,257,2.51,151.0199,241.8821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5000,251,2.47,136.8769,166.7052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5001,248,2.44,45.1212,78.1713,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5003,246,2.44,11.2073,35.6794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5005,256,2.79,24.9074,81.4203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5009,247,2.92,46.0234,87.8149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5013,253,2.90,11.2144,18.1854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5015,254,2.65,9.0107,8.7294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5015,258,2.69,175.1425,280.7615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5018,252,2.52,46.1070,72.8496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5019,255,2.54,174.1303,234.2441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5022,257,2.64,151.7009,242.4935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5025,251,2.62,101.6513,124.1166,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5028,246,2.61,20.9085,60.4489,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
5030,256,2.60,20.2856,42.7413,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5038,253,2.53,12.2798,19.3384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5040,254,2.51,17.6556,29.0008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5040,258,2.61,176.4138,281.5015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5044,255,2.59,157.5194,195.9196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5047,257,2.61,152.6046,243.2125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5053,246,2.51,36.6018,85.3666,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5055,256,2.48,6.4805,3.3728,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5062,259,2.51,17.6780,69.6009,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5063,253,2.49,7.1918,14.3635,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5065,254,2.46,41.2138,66.8804,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
5065,258,2.46,176.3660,266.2212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5069,255,2.46,132.1200,157.2909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5072,257,2.47,153.5384,243.9508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5077,260,2.51,7.0886,14.0289,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5080,256,2.49,22.8368,36.7363,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5087,259,2.61,19.5146,72.1794,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5088,253,2.62,6.4629,6.4452,0.0000,0.0000,0.1000,0.0000,0.0000,0.1000,20
5090,258,2.62,169.2889,230.5596,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5090,261,2.60,165.2741,263.6297,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5094,255,2.60,98.5094,118.8521,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5097,257,2.52,154.4114,244.6404,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5102,260,2.49,8.1364,15.1569,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5105,256,2.77,51.4996,77.5450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5110,262,2.61,15.4420,62.9419,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5112,259,2.49,18.5066,46.8590,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5113,253,2.46,9.7006,31.4705,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5115,258,2.65,154.5716,195.0378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5115,261,2.61,165.9317,264.0975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5116,263,2.61,183.8104,295.4475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5120,264,2.62,137.4540,224.2975,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5122,257,2.74,154.6216,236.1313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5127,260,2.71,9.1609,16.3660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5135,262,2.70,17.1441,65.2207,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5137,259,2.76,9.5040,10.5213,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5138,253,2.56,18.8906,56.4830,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5140,258,2.50,132.4710,159.7561,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5140,261,2.47,166.5440,264.6454,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5140,265,2.45,176.8039,284.3455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5141,263,2.47,182.8687,274.0635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5145,264,2.47,138.1198,224.9217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5147,257,2.49,143.0315,201.7113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5152,260,2.56,10.2163,17.6577,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5160,262,2.53,18.7839,64.6994,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5162,259,2.49,15.5713,25.9434,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,20
5163,253,2.59,33.8948,81.5553,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5165,258,2.59,94.1998,115.8747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5165,261,2.51,165.1809,243.0526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5165,265,2.47,179.0167,286.6479,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5166,263,2.48,174.5470,235.5544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5170,264,2.50,138.9621,225.4854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5172,257,2.48,132.3888,174.2428,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5177,260,2.50,11.3637,19.1589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5177,266,2.45,178.3811,285.7522,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5185,262,2.49,15.1083,29.6893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5187,259,2.47,37.0179,62.5918,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5190,261,2.50,157.5467,211.2010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5190,265,2.47,178.7742,264.2510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5191,263,2.48,157.8490,197.0162,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5195,264,2.46,139.7579,226.1154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5197,257,2.47,115.7479,146.8569,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5202,260,2.53,12.4676,20.6073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5202,266,2.49,179.3744,286.3216,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5210,262,2.52,7.4894,5.4723,0.0000,0.0500,0.0500,0.0000,0.0500,0.0500,20
5212,259,2.66,75.4305,108.7508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5215,261,2.52,143.0086,179.3816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5215,265,2.44,170.5314,227.8530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5216,263,2.49,133.0004,158.6475,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5220,264,2.46,140.0926,226.6746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5222,257,2.46,93.3151,119.6010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5224,267,2.47,11.5924,50.3897,0.0500,0.1000,0.2000,0.0500,0.1000,0.2000,20
5227,260,2.50,5.6730,10.8335,0.0000,0.0500,0.2000,0.0000,0.0500,0.2000,20
5227,266,2.45,176.0707,253.8078,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5231,268,2.49,7.6368,24.5699,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5235,262,2.47,22.8775,40.7011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5238,269,2.50,174.1116,279.2017,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5240,261,2.46,113.7406,139.7330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5240,265,2.44,154.0420,191.2217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5241,263,2.46,100.0373,120.4003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5245,264,2.45,140.8243,227.3888,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5249,267,2.66,13.1665,52.5396,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5249,270,2.61,131.2353,217.9903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5252,260,2.63,10.5051,36.0784,0.0000,0.0000,0.1000,0.0000,0.0000,0.1000,20
5252,266,2.60,165.0919,217.0746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5252,271,2.61,10.5813,46.5601,0.0500,0.1000,0.2000,0.0500,0.1000,0.2000,20
5256,268,2.68,8.8330,26.6012,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5260,262,2.67,52.0150,85.0111,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5263,269,2.56,175.6507,280.5111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5265,261,2.50,85.4831,108.0031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5265,265,2.47,129.5189,154.6090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5270,264,2.48,135.5052,222.1938,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5274,267,2.48,14.8017,54.8601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5274,270,2.45,131.9424,218.6870,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5277,260,2.50,21.4210,61.4686,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5277,266,2.45,147.1445,180.9552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5277,271,2.45,12.1222,48.6507,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5278,272,2.47,171.2590,274.3688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5281,268,2.49,10.0611,28.7024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5284,273,2.51,192.6178,298.6756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5288,269,2.51,176.0823,267.1111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5290,265,2.46,87.9040,108.8551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5295,264,2.50,135.6448,213.1668,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5299,267,2.71,15.9956,48.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5299,270,2.62,133.1550,219.5339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5302,260,2.65,38.3336,86.9219,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5302,266,2.60,121.4150,144.9278,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5302,271,2.51,13.6628,50.8417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5303,272,2.46,172.6947,275.7185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5305,274,2.45,189.9073,306.9803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5305,275,2.46,177.0124,284.5107,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5306,268,2.63,11.2523,30.9134,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5309,273,2.62,185.3928,256.3743,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5311,276,2.50,7.0791,17.0011,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5313,269,2.68,169.6450,231.7911,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5314,277,2.62,187.6551,302.7233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5320,264,2.67,131.2782,189.3003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5324,267,2.68,11.4207,16.2206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5324,270,2.62,133.7425,220.2412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5327,271,2.64,15.2745,53.1116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5328,272,2.63,174.0485,277.2180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5330,274,2.63,187.6025,273.0028,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5330,275,2.62,178.8174,286.7012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5331,268,2.65,12.4848,33.0681,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5334,273,2.67,169.2930,214.3137,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5336,276,2.66,8.1226,18.3459,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5338,269,2.51,155.4359,196.4398,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5339,277,2.45,186.2471,277.4851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5339,278,2.63,24.5575,90.3417,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5345,264,2.47,122.1038,165.4350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5349,267,2.50,11.2856,16.5509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5349,270,2.44,134.3567,220.9482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5352,271,2.47,12.7911,22.6427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5353,272,2.45,170.8458,242.9174,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5355,274,2.48,176.4799,232.2152,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5355,275,2.44,178.9473,267.4710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5356,268,2.45,13.5338,29.2558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5359,273,2.46,144.2920,172.4150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5361,276,2.45,9.2719,19.7281,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5363,269,2.45,133.5765,161.1583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5364,277,2.61,177.0920,237.5463,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5364,278,2.61,24.3897,67.6321,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5367,279,2.87,12.4573,53.4808,0.0500,0.1000,0.2000,0.0500,0.1000,0.2000,20
5370,264,2.67,107.7393,141.6212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5374,267,2.66,29.0381,57.7109,0.0500,0.1500,0.2500,0.0500,0.1500,0.2500,20
5374,270,2.65,135.0563,221.5558,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5377,271,2.65,8.9819,9.3927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5378,272,2.64,160.2617,208.6186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5380,274,2.64,156.5896,191.4691,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5380,275,2.82,171.4325,231.1206,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5381,268,2.66,4.6158,5.5919,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5383,280,2.64,22.3369,83.7503,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5384,273,2.87,110.3915,130.6572,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5386,276,2.65,10.3717,21.1301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5388,269,2.63,95.5711,117.3257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5389,277,2.64,159.7180,197.8837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5389,278,2.61,15.6441,27.4324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5392,279,2.85,14.0747,55.7298,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5395,264,2.86,87.9950,117.7254,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5399,267,2.52,55.0854,90.8810,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
5399,270,2.44,130.0036,216.5063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5402,271,2.47,23.2431,49.5806,0.0500,0.1000,0.2500,0.0500,0.1000,0.2500,20
5403,272,2.45,142.3402,174.3606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5404,281,2.46,6.9687,13.6447,0.0000,0.0500,0.1500,0.0000,0.0500,0.1500,20
5405,274,2.47,127.8072,150.6537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5405,275,2.44,155.9805,194.6822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5406,268,2.63,12.3865,33.6315,0.0500,0.0500,0.1000,0.0500,0.0500,0.1000,20
5408,280,2.60,23.8247,76.5502,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5411,276,2.80,11.3814,22.4184,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5414,277,2.63,133.4502,158.0629,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5414,278,2.59,10.0767,13.0372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5417,279,2.56,15.7835,58.1294,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5424,270,2.48,130.1959,212.5055,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5427,271,2.65,46.5245,82.0107,0.0000,0.0500,0.1000,0.0000,0.0500,0.1000,20
5428,272,2.65,108.3470,131.4632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20
5429,281,2.65,8.0325,14.6792,0.0000,0.0000,0.0500,0.0000,0.0000,0.0500,20
